ITEM_20150317_000001	Empty_helmet
ITEM_20151022_007326	ไม่สมควรที่จะใช้อาวุธชิ้นนี้ล่าสัตว์แม้ว่ามันจะทำความเสียหายได้เป็นอย่างดี มันจะปลอดภัยกว่าถ้าใช้พวกกับดักต่างๆแทน
ITEM_20151022_007327	มีคำกล่าวว่าอาวุธชิ้นนี้หลังจากการพุ่งไปโจมตีแล้วสามารถดึงออกจากมอนสเตอร์และโจมตีได้อีกครั้ง แต่บ้างก็ว่าวิธีนี้ดูเหมือนจะไร้ประสิทธิภาพ
ITEM_20151022_007328	น่าเสียดายที่สูตรการทำ Escanciu Spear นั้นได้หายไป อย่างไรก็ตามส่วนผสมอื่นๆแทนที่ได้ แต่ปัญหาคือไม่รู้ว่าจะใช้ส่วนผสมอะไร
ITEM_20151022_007329	มีข้อสงสัยว่าอาวุธชิ้นนี้เป็นอาวุธที่ดีสำหรับล่าสัตว์หรือไม่เพราะดูจากชื่อที่สลักอยู่ด้านหลังแล้วมีชื่อว่า Krag
ITEM_20151022_007330	สัตว์ป่าเหมือนกับปิศาจซึ่งเป็นอุปสรรคสำหรับนักบวช ซึ่งหอกนั้นสามารถใช้ได้กับทั้งสองประเภทและไม่ต้องดูแลอะไรมากเหมือนอาวุธอื่นๆ
ITEM_20151022_007331	ตามทฤษฎีบางประการ Istora Spear รูปแบบดั้งเดิมนั้นไม่ได้มีลักษณะแบบนี้ซึ่งรากฐานของมันนั้นขึ้นอยู่กับอาวุธอื่นๆที่ถูกคิดค้นควบคู่กัน
ITEM_20151022_007332	มันสร้างขึ้นเพื่อความแข็งแกร่งต่อพวกมอนสเตอร์กลายพันธ์
ITEM_20151022_007333	บางมอนสเตอร์นั้นมีการโจมตีทางอากาศ ดังนั้นต้องเตรียมรับมือมันให้ดีๆ
ITEM_20151022_007334	มันไม่สามารถอธิบายได้ว่าอาวุธ ที่สร้างแล้วหากไม่มีการเสนอชื่อคืออาวุธที่ทรยศ แต่มันเป็นเพราะว่ามันไม่มีเวลามากพอในการสร้างต่างหาก
ITEM_20151022_007335	อาวุธคู่ใจของนักบวชนี้แสดงให้เห็นว่า ผู้ที่ไม่กลับต่อสิ่งใดนั้นควรจะเลือกใช้อาวุธชิ้นนี้
ITEM_20151022_007336	Istora Pike เป็นอาวุธชิ้นแรกๆที่ใช้วัสดุที่ค้นพบจาก Istora Spear
ITEM_20151022_007337	อาวุธที่มีพื้นฐานจากTenet Church พวกสมาชิกได้สร้างมันขึ้นมาค่อนข้างช้าหากดูเทียบจากความเรียบง่ายของตัวอาวุธแล้ว และเมื่อสร้างสำเร็จพวกเค้าพยายามเก็บส่วนผสมและพลังเวทน์ที่แตกต่างกันไว้ด้วย
ITEM_20151022_007338	หลังจากการระเบิดของโรงงาน มันกลายเป็นพลังงานชีวิตในการเติบโตของพลังเวทที่เพิ่มขึ้นอันเนื่องมาจากการระเบิดนั้น
ITEM_20151022_007339	ในการสร้างอาวุธชิ้นนี้มีผลในการใช้สำหรับต่อต้านสัตว์ป่าแล้วยังเหมาะกับผู้เชี่ยวชาญสำหรับการดูแลสัตว์อีกด้วย
ITEM_20151022_007340	การใส่เวทมนตร์ลงไปกับพวกมอนสเตอร์กลายพันธ์มันเป็นสิ่งที่ยากในช่วง Medzio Diena และดูเสี่ยงมากกว่าใส่ในอาวุธ
ITEM_20151022_007341	มีบางเหตุผลเกี่ยวกับอาวุธของ Agailla Flurry ว่ามีประสิทธิภาพในการต่อต้านมอนสเตอร์มากกว่า เพราะไม่มีใครใส่ใจเท่าเธออีกแล้ว
ITEM_20151022_007342	มีการสนับสนุนทฤษฎี Ruklys ว่าหลังจากที่เค้าเปลี่ยนชื่อแล้วได้ถูกประกาศว่าเป็นคนทรยศ อย่างไรก็ตามก็ไม่มีใครอธิบายได้ว่าทำไม Krag ถึงได้ถูกเลือกแทน
ITEM_20151022_007343	เมื่อนานมาแล้วมีหลายสถานที่ที่เกี่ยวเนื่องกับตำนานและเรื่องราวของGoddessและมันเป็นเส้นทางธรรมชาติที่นักบวชต้องเดินไป เลยมีมาตรการต้องทำให้เส้นทางนี้ปลอดภัย
ITEM_20151022_007344	มีบางความเชื่อว่าพวกมอนสเตอร์กลายพันธ์จะได้รับความเสียหายจาก Istora weapon ได้มากขึ้นเพราะพวกเค้าต่อต้านกฏแห่งธรรมชาติ
ITEM_20151022_007345	All Cryomancer skills level +2{nl}  โอกาส - 15%ที่จะทำให้เกิดความเสียหาย[Freeze] เป็นเวลา3 วินาทีเมื่อโจมตีด้วยธาตุน้ำแข็ง
ITEM_20151022_007346	Training Revolver
ITEM_20151022_007347	จากการฟื้นตัวของอาวุธ Istora นักวิชาการบางคนในทวีป Istora ได้คิดค้นอาวุธใหม่ขึ้นมากโดยใช้อาวุธชิ้นนี้เป็นตัวอย่าง
ITEM_20151022_007348	Epee
ITEM_20151022_007349	Training Rapier
ITEM_20151022_007350	Aston Rapier
ITEM_20151022_007351	Sharp Rapier
ITEM_20151022_007352	Duelist
ITEM_20151022_007353	All Fencer skills level +1
ITEM_20151022_007354	Venier
ITEM_20151022_007355	All Fencer skills level +2{nl} มีโอกาส - 3%  ที่จะสร้างความเสียหายจากธาตุศักดิ์สิทธิ์
ITEM_20151022_007356	เมื่อนานมาแล้ว เทพได้แนะนำการสร้างบางอย่างขึ้นมา และแนะนำเพิ่มเติมความหมายของวัตถุที่เกี่ยวข้องกับพลังศักดิ์สิทธิ์ของเทพขึ้นมาด้วย ซึ่งมันจะมีผลเกี่ยวกับยุคสมัยที่กำลังมาถึง
ITEM_20151022_007357	เมื่อนานมาแล้วGoddessได้สร้างวัตถุที่เกี่ยวกับพลังศักดิ์สิทธิ์ขึ้นมาเพื่อความสนุกของพวกเค้า มันถูกสร้างขึ้นที่ Goddess' Ancient Garden แต่ความยากในการสร้างนั้นมันก็มีอยู่เช่น รองเท้าที่สร้างขึ้นมาเป็นต้น และมันยังต้องใช้เวลาอีกสักระยะนึงในการพิสูจน์คุณค่าของสิ่งเหล่านี้
ITEM_20151022_007358	ในความเป็นจริงพลังของGoddessที่ใช้ต่อต้านพวกมอนสเตอร์นั้นก็ไม่ได้มีผลโดยตรง จึงได้สร้างอาวุธต่างๆขึ้นมาเพื่อสร้างนัยยะสำคัญบาง ถึงแม้พวกเค้าจะไม่ได้ใส่จิตวิญญานของพวกเค้าลงไปก็ตาม
ITEM_20151022_007359	เวลานานมาแล้วเมื่อGoddessสร้างวัตถุลึกลับขึ้นมาสำหรับความสนุกของพวกเค้า บางอย่างที่สร้างขึ้นมาเช่นเสื้อโค้ท นั้นมีการใส่พลังศักดิ์สิทธิ์เอาไว้ด้วย
ITEM_20151022_007360	ไม่แน่ใจเกี่ยวกับGoddessที่สร้างถุงมือขึ้นมานั้นมันบ่งบอกเกี่ยวกับสถานที่บางแห่ง ไม่แน่ว่าถุงมือนั้นอาจจะเกี่ยวกับGoddess' Ancient Garden ก็เป็นได้
ITEM_20151022_007361	ในความจริงไม่มีสูตรที่แยกแยะสำหรับอุปกรณ์ Ogva ในทางกลับกันอาจจะเป็นหลักฐานเกี่ยวกับต้นกำเนิดแห่งGoddess
ITEM_20151022_007362	มีหลายทฤษฎีที่กล่าวว่า  Laima เป็นคนแรกที่สร้างอุปกรณ์ของ Ogva เพราะดูเหมือนจะมีหลักฐานที่น่าเชื่อถือได้
ITEM_20151022_007363	เป็นที่รู้จักกันว่าอุปกรณ์ Ogva อาจจะสร้างมาจาก Goddess' Ancient Garden ก็เป็นได้ อย่างไรก็ตามเชื่อกันว่าหลักฐานที่พบนี้พบก่อนที่จะมีการเขียนบันทึกเกี่ยวกับประวัติศาตร์
ITEM_20151022_007364	บางคนเชื่อว่าอุปกรณ์ทั้งหลายนั้นมีพลังศักดิ์สิทธิ์อยู่ ซึ่งความเป็นจริงก็คือเช่นนั้นและมีหลายคนที่ตามหาพลังนี้ อย่างไรก็ตามการค้นหานั้นมันก็ไม่ประสบผลสำเร็จเท่าไรนัก
ITEM_20151022_007365	เป็นระยะเวลานานมาแล้วที่  Goddess' Ancient Garden เราไม่สามารถรับรู้พลังที่มอบให้ชิ้นส่วนต่างๆของอุปกรณ์ที่ได้รับมาจากGoddessได้เลย แต่พอจะสันนิฐานได้ว่ารองเท้านี้มีพลังศักดิ์สิทธิ์ของ Zemyna อยู่
ITEM_20151022_007366	มีคำตำหนิของบางคนเกี่ยวกับอุปกรณ์ของเหล่าGoddessว่ามันคนจะทนทานมากกว่านี้เมื่อเทียบกับของชิ้นอื่นๆ
ITEM_20151022_007367	ขณะนี้อุปกรณ์ Ogva เป็นที่รู้จักมาแพร่หลาย อย่างไรก็ตามยังมีคนจำนวนมากไม่รู้เกี่ยวกับแหล่งกำเนิดของมัน
ITEM_20151022_007368	Medzio Diena มีความพยายามที่จะควบคุมพืชต่างๆ และบางชิ้นส่วนของมันประสบความสำเร็จในการทดลองนี้
ITEM_20151022_007369	มันเป็นอะไรที่ยากจะใช้เวทมนตร์ลงจากเฟิร์นไปสู่อาวุธหลังช่วง Medzio Diena สำหรับปกป้องตัวเอง แต่ต้องขอบคุณGoddessที่ส่วนให้พยายามสำเร็จ
ITEM_20151022_007370	มันมีอยู่ 2 วิธีในการสร้างอุปกรณ์เวทมนตร์คือหนึ่งทำตำราเดิม คือใช่อุปกรณ์ต่างๆเข้าไปก่อน มันก็คล้ายๆกับการสร้างอาวุธอื่นๆนั่นแหละ
ITEM_20151022_007371	มันเป็นเรื่องที่ไม่ยากที่จะนำเวทมนตร์ที่มาจากเฟิร์นให้เติบโตหลังช่วง Medzio Diena แต่มันมีผลกระทบบางอย่างอาจจะทำให้เพิ่มหรือลดความสามารถได้
ITEM_20151022_007372	สำหรับเวลานี้เป็นช่วงเวลาที่พิเศษรอคอยให้เฟิร์นนั้นบานสพรั่ง เพื่อเป็นเวลาที่เหมาะสมสำหรับทำถุงมือ ด้วยระยะเวลาและความอดทนจะเป็นรางวัลอันยิ่งใหญ่ให้กับผู้ที่สวมใส่ถุงมือนี้
ITEM_20151022_007373	การรอเฟิร์นให้บานสพรั่งนั้นก่อนช่วง Medzio Diena คิดว่าเป็นเวลาที่ดี และสำหรับการเปลี่ยนแปลงต่างนั้นเป็นช่วงกระบวนการใช้เวทมนตร์กับอุปกรณ์เช่นกัน
ITEM_20151022_007374	จากการสังเกตเฟิร์นบางคนเชื่อว่าว่ามันเป็นเหตุผลของพลังที่นำไปใช้กับอุปกรณ์หลังช่วง Medzio Diena เพราะเหมือนมีพลังของGoddessซ่อนอยู่ ซึ่งหลายการวิจัยพบแล้วว่าน่าจะเป็นไปได้
ITEM_20151022_007375	สัญลักษณ์ณ์เวทมนของ Koru มีซ่อนอยู่ในรูปแบบของเมล็ด และมันก็เป็นสัญลักษณ์การนำเข้ามาของศาสนาได้เป็นอย่างดี
ITEM_20151022_007376	แหวนและถุงมือเหล่านี้มันสร้างด้วยเวทมนตร์โดย fern buds และอุปกรณ์เวทมนตร์ต่างๆ หากมีความผิดปกติพวกพืชก็จะหายไปชั่วขณะนั้น
ITEM_20151022_007377	พวกพืช มีการเติบโตได้ดีหลังช่วง  Medzio Diena  โดยอาศัยพลังต่างๆเพื่อเพิ่มความสามารถของอุปกรณ์ โดยซึมซับพลังงานจากโลกไป
ITEM_20151022_007378	เวทมนตร์ที่ได้จากเฟิร์นสามารถสร้าง  light seeking หรือ  shunning characteristics ได้ อย่างไรก็ตามมันยังสร้างการทนทานต่อความมืดได้ด้วย ในทางทฤษฎีแล้วอาจเป็นไปได้ว่าสามารถสร้างความทนทานต่อแสงได้เช่นกัน
ITEM_20151022_007379	เป็นเรื่องราวของเส้นทางนี้ที่ในสมัยก่อน Master Tesla มักใช้เดินทางสู่ราชอาณาจักร คนมักจะยอมรับเกี่ยวกับการเกี่ยวกับรูปปั้นนี้ว่าเค้าเป็นผู้สร้างถุงมือดังกล่าว
ITEM_20151022_007380	ตำนานที่ Tesla ได้สร้างรองเท้านี้หลังจากที่เค้าโดยหนามแทงตอนเดินทางผ่าน Sirdgela Forest และหากป่านั้นเต็มไปด้วยหนามการที่เค้าจะสร้างรองเท้าขึ้นมานั้นก็ไม่ได้สำคัญอะไร
ITEM_20151022_007381	อุปกรณ์ของ Sirdgela เต็มไปด้วยตำนานและเรื่องราวมากมายไม่ว่าจะเป็นการสร้างเสื้อโค้ทจากเส้นใยต้นไม้ก็ตาม และมีหลายคนที่พบร่างหญิงสาวกำลังถักทอเส้นใยเหล่านี้อยู่ ไม่ว่ามันจริงหรือไม่
ITEM_20151022_007382	เป็นเรื่องราวที่น่าค้นหาเพราะมันเกี่ยวข้องกับเวทมนตร์พูดได้ว่าเสื้อคลุมได้ถูกสร้างขึ้นมาเมื่อ Tesla ตัดสินใจจะเป็นนักบวช และมีข้อมูลจิตวิทยากว่าไว้ว่ามันก็เหมือนกับเรื่องราวลึกลับของ Sirdgela เพราะเรื่องพวกนี้ดูเหมือนเป็นคุณค่าทางงานวิจัย
ITEM_20151022_007383	เรื่องราวของ Sirdgela นั้นมีมากมายเกี่ยวกับความลี้ลับหรืออุปกรณ์เวทมนตร์ มันมีอิทธิพลมาจากสภาพแวดล้อมที่เริ่มจาก Thorn Forest และหากมันเป็นเช่นนี้ มันก็เหมือนเรื่องราวของ Medzio Diena
ITEM_20151022_007384	ตามตำนานมีทหารหลายคนได้สูญหายไปใกล้กับ Sirdgela และรองเท้าที่ถูกสร้างขึ้นจากครอบครัวของพวกเค้าดูเหมือนจะหายไปด้วย
ITEM_20151022_007385	การพัฒนาโดยใช้หนังจากสัตว์ป่านั้นมันเป็นการรบกวน Sirdgela Forest เหมือนกับว่าต้นกำเนิดพวกชุดต่างๆนั้นมาจากที่นี่
ITEM_20151022_007386	สัตว์ป่าจำนวนมากใน Sirdgela ก่อนหน้านี้มีจำนวนมากในช่วงหลัง Medzio Diena ตั้งแต่นั้นมา
ITEM_20151022_007387	มีหลายทฤษฎีเกี่ยวกับอุปกรณ์ Sirdgela ว่ารองเท้านั้นได้ถูกสร้างมาจากต้นแบบดั้งเดิมในทวีป Sirdgela
ITEM_20151022_007388	มันเหมือนเป็นหลักฐานในการสร้างสิ่งนี้มานานแล้วด้วยสภาพแวดล้อมที่ต่างกัน ด้วยคุณสมบัติของเวทมนตร์มันไม่เกี่ยวข้องกับสภาพอากาศของสถานที่นั้นๆในการใส่ลงไปในอุปกรณ์
ITEM_20151022_007389	Philis Gloves กล่าวว่าช่วงก่อนหน้านี้มีเวทมนตร์มากพอสมควรและเหตุผลก่อนหน้าที่พลังจะอ่อนลงหลังจากการล่มสลายของกำแพงสามชั้นของปราสาทบน Medzio Diena ดูเหมือนสาเหตุยังไม่แน่ชัด
ITEM_20151022_007390	อุปกรณ์ของ Philis มีเอกลักษณ์ที่ไม่เหมือนใครด้วยความสามารถของมันจะทำให้ปรับตัวเข้ากับสภาพแวดล้อมได้
ITEM_20151022_007391	อุปกรณ์นี้เป็นชุดแบบเต็มตัวสำหรับทหารรักษาการของกำแพงปราสาท มันเคลือบด้วยเวทมนตร์เป็นที่ทราบกันดีของเหล่าทหาร อย่างไรก็ตามดูเหมือนว่าเหตุผลดังกล่าวจะทำให้ทหารระดับสูงนั้นตายก่อน
ITEM_20151022_007392	ระเบียบการออกแบบชุดของทหารรักษาการของกำแพงปราสาท ต้องออกแบบตามความต้องการของพวกเค้า อย่างถุงมือก็ต้องผลิตออกมาด้วยความต้องการของพวกเค้า
ITEM_20151022_007393	ระเบียบการออกแบบชุดของทหารรักษาการของกำแพงปราสาท ต้องออกแบบตามความต้องการของพวกเค้า อย่างถุงมือก็ต้องผลิตออกมาด้วยความต้องการของพวกเค้า
ITEM_20151022_007394	อุปกรณ์ของ Philis มีความแตกต่างกันไปมันมีการใส่คุณสมบัติเวทมนตร์ที่จำเป็นเข้าไปด้วย
ITEM_20151022_007395	มันออกแบบมาสำหรับทหารรักษาการในช่วงปีแรกๆของราชอาณาจักร์มันมีประโยชน์เป็นอย่างมากมันเหมือนกับเป็นกลยุทธทางการทหารอย่างหนึ่ง
ITEM_20151022_007396	อุปกรณ์ที่เป็นประโยชน์ด้วยคุณสมบัติของเวทมนตร์มันจำเป็นต่อทหารรักษาการณ์และพวกเค้าชื่นชอบมันมาเป็นระยะเวลานานแล้ว
ITEM_20151022_007397	อุปกรณ์ที่นำมาให้ทหารรักษาการโจมตีด้วยไฟได้มันน่าสนใจมากเพราะมันทำให้พวกเค้าหยุดการเติบโตของพวกพืชที่รุกรานจาก capital ได้
ITEM_20151022_007398	เป็นเหตุการณ์ที่ประหลาดเกี่ยวกับพวกนักเวทที่สร้างไอเทมเวทมนตร์ขึ้นมาใน Allerno Barony และเหตุการณ์นี้ได้เพิ่มขึ้นเรื่อยๆหลังจากช่วงMedzio Diena และถุงมือได้ปรากฏตัวขึ้น
ITEM_20151022_007399	การเพิ่มขึ้นของไอเทมเวทมนตร์ใน Allerno barony ในยากต่อการอธิบายรวมไปถึงการต่อสู้ของผู้คนที่เพิ่มมากขึ้นในทวีป
ITEM_20151022_007400	มันดูไม่แปลกที่มีเวทมนตร์มากมายเกิดขึ้นเพราะมีนักเวทเดินทางเข้าสู่  Allerno barony อยู่ตลอด อย่างไรก็ตามมันไม่เป็นความจริงและที่เพิ่มขึ้นของไอเทมเวทและสิ่งประดิษฐ์ใหม่ๆมันเกิดจากสาเหตุบางอย่าง
ITEM_20151022_007401	นักเวทบางคนพยายามหาปรากฏการใหม่ๆของไอเทมเวทมนใน Allerno ที่มีผลต่อปิศาจแต่ว่าก็ล้มเหลว ไอทมที่ต้านทานความมืดได้นั้นพิสูจน์แล้วว่ามันเป็นไปได้ยาก
ITEM_20151022_007402	ไม่ว่าเหตุผลอะไรที่เกิดขึ้นกับไอเทมนี้พวกเค้ากำลังรวบรวมไอเทมต่างๆใน Allerno barony เพื่อหาสาเหตุความขัดแย้งระหว่างประชาชนและทหารของทวีปนี้
ITEM_20151022_007403	อิทธิพลของเวทมนตร์จากด้านนอกที่เกิดขึ้นใน Allerno มันเป็นสิ่งที่เข้ามาใหม่โดยไม่คำนึงถึงประสิทธิภาพของพวกเค้าเลย
ITEM_20151022_007404	มีสิ่งแปลกๆของไอเทมเวทที่ปรากฏใน Allerno พวกนักเวทนั้นไม่ได้เข้ามาหาพวกเค้า ไอเทมต่างๆที่ค้นพบมันถูกใช้โดยประชาชนหรือไม่ก็ทหาร
ITEM_20151022_007405	พวกขุนนางของ Allerno ได้จ้างนักเวทและคนสร้างอาวุธเพื่อสร้างอุปกรณ์ให้แข็งแกร่งและมันเป็นเหตุผลที่ต้องทำหลบๆซ่อนๆ
ITEM_20151022_007406	ถ้าพวกขุนนาวไม่ได้เพียงจ้างพวกนักเวทและนักสร้างอาวุธเข้ามาเท่านั้นแต่มันมีความเชื่อมโยงสู่เป้าหมายอื่นๆ
ITEM_20151022_007407	ขุนนางใน Allerno ต้องการไอเทมเวทที่แข็งแกร่ง และพวกเค้ามีความโลภครอบงำอยู่และเป็นไปได้ยากที่ไอเทมนี้จะถูกค้นพบ
ITEM_20151022_007408	ขุนนางใน Allerno ต้องการสวมใส่อุปกรณ์นี้หลังจากการเสริมพลังเรียบร้อยแล้ว เค้าได้บอกกับพวกนักเวทและนักสร้างอาวุธแบบนั้น
ITEM_20151022_007409	เมื่อเวลานานมาแล้วมีหลายกรณีที่พลังศักดิ์สิทธิ์นั้นอยู่ในมือของนักบวช Perelin gloves นั้นถูกสร้างขึ้นมาด้วยความจำเป็นบางอย่าง
ITEM_20151022_007410	มีหลายกรณีที่พลังศักดิ์สิทธิของGoddess indwells ได้แสดงพลังอำนาจใหม่ๆให้กับไอเทมของนักบวช โดยอุปกรณ์ที่มีชื่อว่า Perelin
ITEM_20151022_007411	มันเป็นประเภทการป้องกันที่ยังไม่รู้จักในหมู่นักบวช อย่างไรก็ตามโดยทั่วไปมันยังไม่ได้ถูกค้นพบไอเทมนี้คือ Perelin
ITEM_20151022_007412	มีการทดลองในการสั่งซื้อไอเทม Perelin ต่างกันออกไป การทดลองในวงกว้างของนักบวชที่สวมใส่อุปกรณ์นี้เหมือนกับว่ามีพลังศักดิ์สิทธิ์อยู่ภายใน แต่ผลการวิจัยไม่พบว่ามันจะเป็นไปได้
ITEM_20151022_007413	โอกาสที่มีไอเทมของ Perelin เข้ามาเป็นสาเหตุให้นักบวชเลือกใช้อุปกรณ์ได้หลากหลาย อย่างไรก็ตามชุดที่เค้าสวมใสยังมีพลังบางอย่างที่พวกเค้าไม่รู้จัก
ITEM_20151022_007414	ผลของไอเทม Perelin ไม่ได้หายไปในขณะที่ทำการแสวงบุญอย่างที่ใครหลายคนได้ใช้ อุปกรณ์นี้จะมีความไม่ชัดเจนในการสร้างขึ้นมา ถึงแม้ว่านักบวชจะใช้กันอย่างแพร่หลายก่อนหน้านี้
ITEM_20151022_007415	สอบถามนักบวชที่ใช้ชิวิตอยู่อย่างเคร่งครัดในการใช้พลังความสามารถได้อย่างต่อเนื่อง มันคือธรรมชาติที่ถ่ายทอดเข้ามาสู่การใช้ชีวิต
ITEM_20151022_007416	เป็นปรากฏการณ์เกิดขึ้นกับนักแสวงบุญและนักบวชที่อาศัยอยู่ในสถานที่นึง ที่มันเกิดความไม่ชัดเจนในข้อเท็จจริง แต่คำตอบที่ดีที่สุดคือคำตอบของGoddess
ITEM_20151022_007417	เป็นที่ชัดเจนว่า Perelin gloves ปรากฏที่  Paladins
ITEM_20151022_007418	ไอเทม Perelin ไม่เคยพบกับนักบวช แต่มีหลายกรณีที่พบในเหล่านักรบที่ศรัทธา
ITEM_20151022_007419	หลักการโดยธรรมชาติของไอเทม  Perelin ที่ไม่เคยรู้ อย่างไรก็ตามผู้คนก็พยายามขอบคุณที่พระเจ้าคุ้มครอง
ITEM_20151022_007420	ตามตำนานคนที่ได้รับอุปกรณ์ Perelin เป็นคนแรกคือPaladin master อย่างไรก็ตามมันยังไม่ชัดเจนในขณะที่ Tenet Church กำลังตรวจสอบเรื่องราวนี้อยู่
ITEM_20151022_007421	มีนักเวทจำนวนนึงได้สร้างไอเทมเวทขึ้นมาใน mage towe ในช่วงที่  Agailla Flurry ตายแล้ว ส่วนใหญ่เป็นไอเทมที่ไม่ได้ระบุชื่อ แต่ก็ถูกนำมาใช้กันอยู่ และได้ออกแบบมาเรียกว่า Turn equipment
ITEM_20151022_007422	Turn equipment ธรรมดามากๆ ความจริงที่ว่าพวกเขามีต้นกำเนิดใน Mage tower พวกเขาเพียงตั้งชื่อง่ายๆในการตั้งชื่ออุปกรณ์จาก tower เท่านั้น
ITEM_20151022_007423	อุปกรณ์ที่น่าสงสัยบางอย่างทำมาจากนักเวทโดยมีความคล้ายคลึงกัน ส่วนกางเกงและผ้าคลุมนั้นเป็นไปได้ว่าพวกเค้าได้รับมาจากคนอื่นในเวลาที่ต่างกัน
ITEM_20151022_007424	หลังจากที่ Flurry ตายพวกนักเวทของ Mage Towerก็ได้ทำการทดลองสิ่งแปลกๆและประดิษฐ์สิ่งใหม่ตลอดเวลาและในช่วงเวลานั้นก็ยังคงมี Turn gloves ด้วย
ITEM_20151022_007425	Turn equipment มีพลังงานที่ดีกว่าสำหรับผู้เริ่มใช้ อย่างไรก็ตามไอเทมชิ้นนี้มีส่วนผสมตามธรรมชาติของนักเวท ซึ่งส่วนใหญ่อุปกรณ์ต่างๆจะเกี่ยวข้องกับเวทมนตร์
ITEM_20151022_007426	มีหลายกรณที่พวกเค้าสร้างขึ้นจากความจำเป็น อย่างเช่น Turn leather pants ก็สร้างเพื่อปกต้องนักเวทจากการทดลองสายฟ้าฟาด
ITEM_20151022_007427	มีหลายกรณีที่พวกเค้าสร้างขึ้นจากความจำเป็น อย่างเช่น Turn leather pants ก็สร้างเพื่อปกต้องนักเวทจากการทดลองสายฟ้าฟาด
ITEM_20151022_007428	บางอุปกรณ์ได้สร้างออกมาให้หลากหลายเพื่อให้นักเวทนำออกมาใช้นอก Mage Tower  กรณีแรกที่ได้ใช้คือถุงมือนั่นเอง
ITEM_20151022_007429	หลังการตายของ Flurry นักเวท ไม่มีเวลาสำหรับการสร้างอุปกรณ์จำพวกโลหะเพราะมัวแต่ทดลองอย่างอื่นอยู่ แต่ไม่แน่ว่าอุปกรณ์โลหะอาจจะมีสร้างสำเร็จแล้วโดยคนที่ไม่ได้ระบุชื่อที่อยู่ด้านนอก Mage Tower
ITEM_20151022_007430	อุปกรณ์โลหะนั้นได้สร้าง Turn plate leggings โดยนักเวท เนื่องจากพวกเค้าจะพยายามจะบิน
ITEM_20151022_007431	อุปกรณ์โลหะไม่ได้ทำมานานแล้วหลังจาก Flurry ตาย เพราะเนื่องจากขาดแคลนโหละที่จะมาทำการทดลอง แม้ว่าจะมีอุปกรณ์โลหะจากนักเวทที่สร้างโดยไม่ได้ระบุชื่อจากข้างนอก Mage Tower ก็ตาม
ITEM_20151022_007432	Druid Master จาก Shaton ได้พยายามสร้างความปลอดภัยให้กับทวีปหลังช่วง Medzio Diena ที่ได้ช่วยสร้างอุปกรณ์ต่างๆ แต่ก็มีหลายกรณีเกี่ยวกับชาวนาที่ได้รับการช่วยเหลือด้วยถุงมือของเค้า
ITEM_20151022_007433	Druid Master ได้ส่งลูกศิษย์ของเค้าไปที่ Shaton บ้านเกิดของเธอเพราะเค้าต้องการฟื้นฟูบ้านเกิดของเธอด้วยอุปกรณ์เวทมนตร์
ITEM_20151022_007434	Druid Master ไม่ได้วางข้อจำกัดใดๆกับชาวบ้าน สำหรับการเลียนแบบอุปกรณ์ของเธอและบางส่วนให้เริ่มใช้จากบ้านใกล้เรือนเคียงของทวีปเพื่อนบ้าน
ITEM_20151022_007435	สำหรับคนที่ถูกคุกคามจากมอนสเตอร์หลังจากช่วง  Medzio Diena ต้องใช้อุปกรณ์เวทมนตร์ง่ายๆ แต่อย่างไรก็ตามการสนับสนุนต่างๆก็ไม่สะดวก มีสถานการณ์ที่ทหารต่อสู้กับมอนสเตอร์อยู่ด้านหน้าไม่สามารถจะได้รับอุปกรณ์เหล่านี้ได้  ในความเป็นจริงนี้ Druid Master ต้องการใช้พลังและทรัพยากรสำหรับช่วย Shaton ถึงแม้มันจะเล็กน้อยแต่มันดูมีเกียรติ
ITEM_20151022_007436	อุปกรณ์ของ Shaton เป็นสิ่งที่อำนวยความสะดวกเป็นอย่างมากถ้าพวกเค้าไม่ต้องต่อสู้กับมอนสเตอร์ มันจำเป็นกับพวกชาวนาและนักตัดไม้เป็นอย่างมาก
ITEM_20151022_007437	บางส่วนของ Shaton ได้หายไปไม่แน่ชัดว่าพวกเค้าหนีไปหลังจากได้รับอุปกรณ์หรือว่าโดนมอนสเตอร์ฆ่าตายกันแน่ มันมีความเป็นไปได้ทั้งสองแบบ ในความเป็นจริมีคนพบรองเท้าแสดงให้เห็นว่าอาจเป็นไปได้บางอย่าง
ITEM_20151022_007438	บางถิ่นฐานของ Shaton กำลังถูกเผาในขณะที่ทำงานอยู่
ITEM_20151022_007439	Druid Master ได้รับการช่วยเหลือของขุนนางจาก Shaton ทำให้พวกเค้านั้นสามารถยืนหยัดต่อสู้ได้
ITEM_20151022_007440	มีบางคนกังวลกั้ยวกับแนวทางของ Druid Maste ในการใช้อุปกรณ์เวทกับพวกขุนนางใน Shaton เพราะพวกเค้ามีความคิดที่ไม่ดี พวกเค้าตำหนิเกี่ยวกับอุปกรณ์ต่างๆที่ได้มา สุดท้ายแล้วสิ่งที่สำคัญที่สุดคือคนที่นำไปใช้ว่ามีความตั้งใจอย่างไร
ITEM_20151022_007441	ความเชื่อเป็นสิ่งสำคัญกับผู้คนที่ได้รับการป้องกันให้รอดพ้นจากมอนสเตอร์Druid Master ถูกสรรเสิญในการสร้างเกราะโลหะนี้
